Date,Open,High,Low,Close
2013/11/26,101.52,101.65,101.15,101.3
2013/11/27,101.3,102.27,101.18,102.23
2013/11/28,102.23,102.37,101.93,102.29
2013/11/29,102.29,102.61,102.12,102.41
2013/12/2,102.48,103.13,102.22,102.94
2013/12/3,102.94,103.37,101.97,102.43
2013/12/4,102.43,102.83,101.82,102.33
2013/12/5,102.33,102.44,101.62,101.78
2013/12/6,101.79,102.96,101.63,102.86
2013/12/9,103.14,103.32,102.89,103.28
2013/12/10,103.28,103.39,102.57,102.87
2013/12/11,102.87,102.94,102.15,102.46
2013/12/12,102.46,103.62,102.41,103.56
2013/12/13,103.56,103.92,102.99,103.22
2013/12/16,103.14,103.29,102.64,103.09
2013/12/17,103.09,103.1,102.5,102.57
2013/12/18,102.57,104.36,102.56,104.26
2013/12/19,104.26,104.36,103.78,104.22
2013/12/20,104.23,104.63,103.86,104.06
2013/12/23,103.96,104.22,103.77,104.19
2013/12/24,104.19,104.41,104.13,104.26
2013/12/26,104.43,104.83,104.37,104.81
2013/12/27,104.81,105.18,104.65,105.18
2013/12/30,105.32,105.41,104.96,105.07
2013/12/31,105.07,105.32,104.86,105.28
2014/1/2,105.36,105.44,104.54,104.83
2014/1/3,104.83,104.87,104.07,104.78
2014/1/6,104.85,104.95,103.91,104.2
2014/1/7,104.21,104.73,104.18,104.67
2014/1/8,104.68,105.12,104.62,104.88
2014/1/9,104.88,105.05,104.58,104.83
2014/1/10,104.83,105.31,103.83,104.07
2014/1/13,104.08,104.12,102.85,103.07
2014/1/14,103.06,104.29,103.02,104.25
2014/1/15,104.25,104.69,104.09,104.57
2014/1/16,104.57,104.92,104.15,104.33
2014/1/17,104.34,104.47,104.19,104.28
2014/1/20,104.29,104.3,103.86,104.18
2014/1/21,104.17,104.75,104.02,104.3
2014/1/22,104.3,104.57,103.97,104.54
2014/1/23,104.54,104.84,102.97,103.35
2014/1/24,103.36,103.58,102,102.25
2014/1/27,102.04,102.93,101.92,102.65
2014/1/28,102.65,103.44,102.52,103.36
2014/1/29,103.37,103.42,101.84,102.16
2014/1/30,102.16,102.89,102.09,102.78
2014/1/31,102.79,102.93,101.95,102.16
2014/2/3,102.14,102.41,100.78,101.12
2014/2/4,101.09,101.68,100.75,101.62
2014/2/5,101.62,101.76,100.8,101.49
2014/2/6,101.49,102.17,101.24,101.97
2014/2/7,101.97,102.58,101.43,102.26
2014/2/10,102.6,102.64,101.99,102.22
2014/2/11,102.22,102.7,102.07,102.62
2014/2/12,102.62,102.64,102.22,102.53
2014/2/13,102.53,102.54,101.7,102.23
2014/2/14,102.25,102.4,101.57,101.8
2014/2/17,101.72,101.98,101.38,101.95
2014/2/18,101.95,102.74,101.76,102.4
2014/2/19,102.4,102.46,101.85,102.32
2014/2/20,102.32,102.42,101.67,102.35
2014/2/21,102.35,102.83,102.29,102.56
2014/2/24,102.55,102.67,102.16,102.48
2014/2/25,102.48,102.62,102.01,102.2
2014/2/26,102.2,102.61,102.1,102.36
2014/2/27,102.37,102.44,101.72,102.17
2014/2/28,102.17,102.29,101.55,101.77
2014/3/3,101.48,101.56,101.2,101.43
2014/3/4,101.43,102.28,101.4,102.25
2014/3/5,102.25,102.55,102.11,102.36
2014/3/6,102.36,103.17,102.33,103.08
2014/3/7,103.08,103.75,102.84,103.3
2014/3/10,103.17,103.4,102.94,103.3
2014/3/11,103.3,103.42,102.85,102.95
2014/3/12,102.95,103.1,102.55,102.73
2014/3/13,102.73,102.86,101.54,101.86
2014/3/14,101.86,101.87,101.21,101.33
2014/3/17,101.36,101.87,101.29,101.81
2014/3/18,101.81,101.94,101.28,101.38
2014/3/19,101.38,102.68,101.3,102.37
2014/3/20,102.37,102.54,102.21,102.39
2014/3/21,102.39,102.42,102.02,102.21
2014/3/24,102.22,102.65,102.13,102.22
2014/3/25,102.22,102.48,102.09,102.29
2014/3/26,102.29,102.46,101.87,102.04
2014/3/27,102.04,102.43,101.72,102.19
2014/3/28,102.19,102.98,102.03,102.82
2014/3/31,102.89,103.43,102.79,103.22
2014/4/1,103.22,103.71,103.09,103.69
2014/4/2,103.69,103.93,103.58,103.86
2014/4/3,103.86,104.11,103.81,103.92
2014/4/4,103.92,104.12,103.19,103.25
2014/4/7,103.34,103.39,102.99,103.05
2014/4/8,103.06,103.11,101.55,101.86
2014/4/9,101.86,102.15,101.72,101.98
2014/4/10,101.98,102.13,101.33,101.44
2014/4/11,101.44,101.86,101.32,101.63
2014/4/14,101.6,102.01,101.41,101.85
2014/4/15,101.86,101.99,101.5,101.84
2014/4/16,101.85,102.36,101.81,102.22
2014/4/17,102.22,102.46,101.86,102.4
2014/4/18,102.4,102.56,102.36,102.43
2014/4/21,102.43,102.7,102.39,102.62
2014/4/22,102.62,102.72,102.41,102.59
2014/4/23,102.59,102.69,102.17,102.53
2014/4/24,102.53,102.64,102.08,102.27
2014/4/25,102.27,102.49,101.96,102.14
2014/4/28,102.13,102.61,102.04,102.48
2014/4/29,102.48,102.78,102.46,102.65
2014/4/30,102.65,102.65,102.03,102.21
2014/5/1,102.21,102.35,102.13,102.32
2014/5/2,102.32,103.02,102.13,102.23
2014/5/5,102.25,102.25,101.86,102.15
2014/5/6,102.15,102.18,101.49,101.73
2014/5/7,101.74,102.01,101.43,101.86
2014/5/8,101.87,101.95,101.46,101.65
2014/5/9,101.65,101.85,101.55,101.81
2014/5/12,101.86,102.18,101.81,102.14
2014/5/13,102.14,102.36,102.06,102.26
2014/5/14,102.26,102.27,101.72,101.84
2014/5/15,101.84,102.11,101.31,101.57
2014/5/16,101.57,101.67,101.36,101.54
2014/5/19,101.5,101.6,101.1,101.48
2014/5/20,101.48,101.6,101.19,101.31
2014/5/21,101.31,101.61,100.82,101.42
2014/5/22,101.42,101.82,101.36,101.75
2014/5/23,101.75,102,101.59,101.97
2014/5/26,101.97,102.05,101.84,101.92
2014/5/27,101.92,102.14,101.72,102.02
2014/5/28,102.02,102.03,101.63,101.81
2014/5/29,101.81,101.83,101.43,101.73
2014/5/30,101.74,101.84,101.5,101.79
2014/6/2,101.81,102.48,101.75,102.37
2014/6/3,102.37,102.55,102.27,102.53
2014/6/4,102.53,102.79,102.44,102.72
2014/6/5,102.72,102.73,102.34,102.42
2014/6/6,102.42,102.61,102.11,102.53
2014/6/9,102.55,102.64,102.37,102.55
2014/6/10,102.55,102.57,102.21,102.35
2014/6/11,102.35,102.39,101.86,101.99
2014/6/12,101.99,102.14,101.6,101.74
2014/6/13,101.74,102.14,101.65,101.99
2014/6/16,102.01,102.03,101.72,101.82
2014/6/17,101.82,102.24,101.81,102.16
2014/6/18,102.16,102.32,101.88,101.93
2014/6/19,101.93,102,101.74,101.93
2014/6/20,101.93,102.19,101.81,102.07
2014/6/23,102.07,102.13,101.81,101.91
2014/6/24,101.91,102.16,101.82,101.96
2014/6/25,101.96,101.96,101.62,101.83
2014/6/26,101.83,101.85,101.49,101.67
2014/6/27,101.68,101.7,101.31,101.41
2014/6/30,101.43,101.47,101.24,101.3
2014/7/1,101.3,101.59,101.29,101.55
2014/7/2,101.55,101.84,101.41,101.77
2014/7/3,101.77,102.26,101.76,102.2
2014/7/4,102.2,102.22,101.97,102.06
2014/7/7,102.06,102.2,101.78,101.87
2014/7/8,101.87,101.88,101.48,101.54
2014/7/9,101.54,101.85,101.44,101.63
2014/7/10,101.63,101.64,101.06,101.31
2014/7/11,101.31,101.38,101.22,101.32
2014/7/14,101.33,101.62,101.33,101.54
2014/7/15,101.55,101.75,101.43,101.68
2014/7/16,101.68,101.79,101.63,101.66
2014/7/17,101.66,101.67,101.12,101.16
2014/7/18,101.16,101.45,101.08,101.35
2014/7/21,101.35,101.42,101.2,101.41
2014/7/22,101.41,101.6,101.33,101.47
2014/7/23,101.47,101.55,101.31,101.54
2014/7/24,101.54,101.85,101.42,101.8
2014/7/25,101.81,101.94,101.72,101.83
2014/7/28,101.79,101.9,101.75,101.84
2014/7/29,101.84,102.16,101.82,102.12
2014/7/30,102.12,103.08,102.04,102.8
2014/7/31,102.8,103,102.72,102.8
2014/8/1,102.8,103.03,102.34,102.59
2014/8/4,102.56,102.73,102.4,102.55
2014/8/5,102.55,102.92,102.46,102.62
2014/8/6,102.61,102.65,101.79,102.12
2014/8/7,102.12,102.46,102,102.1
2014/8/8,102.1,102.14,101.51,102.07
2014/8/11,102.11,102.22,102.02,102.19
2014/8/12,102.19,102.36,102.09,102.25
2014/8/13,102.25,102.54,102.22,102.42
2014/8/14,102.42,102.65,102.31,102.48
2014/8/15,102.48,102.71,102.14,102.33
2014/8/18,102.37,102.59,102.25,102.57
2014/8/19,102.57,102.93,102.52,102.92
2014/8/20,102.92,103.84,102.9,103.7
2014/8/21,103.7,103.96,103.6,103.83
2014/8/22,103.83,104.19,103.5,103.95
2014/8/25,104.21,104.27,103.86,104.04
2014/8/26,104.05,104.17,103.75,104.09
2014/8/27,104.08,104.16,103.78,103.87
2014/8/28,103.88,103.92,103.56,103.71
2014/8/29,103.71,104.11,103.65,104.04
2014/9/1,104.17,104.35,104.1,104.32
2014/9/2,104.32,105.21,104.29,105.1
2014/9/3,105.09,105.31,104.74,104.85
2014/9/4,104.85,105.36,104.76,105.31
2014/9/5,105.31,105.7,104.68,105.08
2014/9/8,105.14,106.08,104.99,105.96
2014/9/9,105.96,106.47,105.94,106.2
2014/9/10,106.21,106.88,106.04,106.84
2014/9/11,106.82,107.19,106.64,107.01
2014/9/12,107.01,107.39,107.01,107.33
2014/9/15,107.28,107.36,107.01,107.18
2014/9/16,107.19,107.33,106.8,107.14
2014/9/17,107.14,108.52,107.1,108.47
2014/9/18,108.47,108.96,108.37,108.76
2014/9/19,108.76,109.45,108.59,108.94
2014/9/22,109.02,109.19,108.66,108.81
2014/9/23,108.81,108.99,108.25,108.86
2014/9/24,108.86,109.15,108.46,109.07
2014/9/25,109.07,109.36,108.52,108.74
2014/9/26,108.74,109.51,108.47,109.29
2014/9/29,109.32,109.74,109.12,109.44
2014/9/30,109.45,109.84,109.18,109.6
2014/10/1,109.6,110.08,108.86,108.98
2014/10/2,108.98,109.11,108.01,108.39
2014/10/3,108.39,109.9,108.37,109.78
2014/10/6,109.73,109.85,108.65,108.73
2014/10/7,108.73,109.23,107.82,108.14
2014/10/8,108.14,108.74,107.75,108.13
2014/10/9,108.13,108.31,107.53,107.81
2014/10/10,107.81,108.15,107.62,107.74
2014/10/13,107.48,107.57,106.75,106.98
2014/10/14,106.98,107.31,106.67,107.13
2014/10/15,107.13,107.49,105.2,106.05
2014/10/16,106.06,106.46,105.5,106.28
2014/10/17,106.28,106.94,106.13,106.91
2014/10/20,107.06,107.39,106.78,106.96
2014/10/21,106.96,107.11,106.25,107.08
2014/10/22,107.08,107.37,106.79,107.2
2014/10/23,107.19,108.35,107.1,108.3
2014/10/24,108.29,108.29,107.78,108.11
2014/10/27,108.18,108.21,107.6,107.83
2014/10/28,107.84,108.18,107.69,108.1
2014/10/29,108.1,108.96,107.94,108.8
2014/10/30,108.8,109.46,108.75,109.35
2014/10/31,109.35,112.47,109.17,112.29
2014/11/3,112.95,114.21,112.57,113.78
2014/11/4,113.78,113.82,113.18,113.42
2014/11/5,113.43,114.84,113.42,114.73
2014/11/6,114.73,115.5,114.06,115.21
2014/11/7,115.21,115.53,114.25,114.61
2014/11/10,114.49,114.9,113.86,114.83
2014/11/11,114.83,116.1,114.64,115.84
2014/11/12,115.82,115.88,114.88,115.57
2014/11/13,115.57,115.87,115.37,115.76
2014/11/14,115.76,116.82,115.72,116.28
2014/11/17,116.59,117.05,115.45,116.66
2014/11/18,116.65,117.04,116.34,116.91
2014/11/19,116.91,118.19,116.81,118.17
2014/11/20,118.15,118.97,117.74,118.25
2014/11/21,118.25,118.36,117.35,117.71
2014/11/24,117.85,118.46,117.56,118.3
2014/11/25,118.26,118.56,117.68,117.89
2014/11/26,117.9,117.91,117.42,117.56
2014/11/27,117.58,117.97,117.22,117.86
2014/11/28,117.86,118.75,117.82,118.66
2014/12/1,118.82,119.11,117.85,118.26
2014/12/2,118.27,119.27,118.21,119.2
2014/12/3,119.2,119.84,119.12,119.81
2014/12/4,119.81,120.23,119.32,119.81
2014/12/5,119.81,121.67,119.69,121.4
2014/12/8,121.79,121.8,120.19,120.52
2014/12/9,120.53,120.98,117.93,119.53
2014/12/10,119.53,119.89,117.7,117.92
2014/12/11,117.92,119.54,117.43,118.83
2014/12/12,118.83,119.18,118.04,118.64
2014/12/15,118.22,119.04,117.55,117.81
2014/12/16,117.81,117.95,115.55,116.49
2014/12/17,116.49,118.88,116.43,118.86
2014/12/18,118.86,119.29,118.24,118.92
2014/12/19,118.95,119.6,118.81,119.52
2014/12/22,119.54,120.08,119.31,120.06
2014/12/23,120.08,120.82,120.05,120.71
2014/12/24,120.73,120.75,120.28,120.45
2014/12/26,120.27,120.45,120.16,120.39
2014/12/29,120.38,120.73,120.17,120.66
2014/12/30,120.66,120.68,118.86,119.43
2014/12/31,119.43,119.95,119.25,119.81
2015/1/2,119.83,120.73,119.78,120.47
2015/1/5,120.53,120.62,119.25,119.29
2015/1/6,119.29,119.5,118.05,118.58
2015/1/7,118.56,119.64,118.52,119.32
2015/1/8,119.32,119.96,119.19,119.77
2015/1/9,119.76,119.87,118.43,118.56
2015/1/12,118.24,119.3,118.1,118.36
2015/1/13,118.36,118.85,117.56,117.89
2015/1/14,117.89,117.92,116.1,117.22
2015/1/15,117.24,117.92,115.88,116.17
2015/1/16,116.18,117.75,115.84,117.62
2015/1/19,117.41,117.77,116.92,117.64
2015/1/20,117.64,118.85,117.63,118.66
2015/1/21,118.66,118.74,117.17,117.91
2015/1/22,117.91,118.68,117.23,118.61
2015/1/23,118.61,118.8,117.53,117.8
2015/1/26,117.63,118.48,117.25,118.4
2015/1/27,118.4,118.64,117.32,117.73
2015/1/28,117.73,118.24,117.24,117.47
2015/1/29,117.47,118.47,117.37,118.32
2015/1/30,118.32,118.44,117.28,117.41
2015/2/2,117.11,117.85,117.02,117.67
2015/2/3,117.66,117.72,116.86,117.54
2015/2/4,117.54,117.98,117.05,117.3
2015/2/5,117.3,117.58,117.01,117.48
2015/2/6,117.48,119.2,117.16,118.84
2015/2/9,119.04,119.05,118.32,118.62
2015/2/10,118.61,119.59,118.38,119.41
2015/2/11,119.41,120.46,119.27,120.29
2015/2/12,120.28,120.35,118.49,119.13
2015/2/13,119.13,119.18,118.4,118.75
2015/2/16,118.61,118.75,118.26,118.49
2015/2/17,118.48,119.4,118.22,119.18
2015/2/18,119.18,119.39,118.53,118.7
2015/2/19,118.7,119.16,118.42,119.02
2015/2/20,119.02,119.17,118.28,119.06
2015/2/23,119.05,119.33,118.72,118.81
2015/2/24,118.82,119.82,118.75,118.96
2015/2/25,118.96,119.05,118.61,118.81
2015/2/26,118.82,119.48,118.66,119.36
2015/2/27,119.35,119.78,119.1,119.59
2015/3/2,119.67,120.17,119.65,120.17
2015/3/3,120.17,120.24,119.36,119.65
2015/3/4,119.66,119.8,119.46,119.69
2015/3/5,119.69,120.37,119.61,120.08
2015/3/6,120.07,121.26,119.89,120.69
2015/3/9,120.68,121.39,120.6,121.24
2015/3/10,121.24,122,120.91,121.1
2015/3/11,121.1,121.6,120.86,121.4
2015/3/12,121.4,121.65,120.66,121.32
2015/3/13,121.32,121.55,121.12,121.42
2015/3/16,121.35,121.44,121.08,121.34
2015/3/17,121.34,121.49,121.1,121.33
2015/3/18,121.33,121.38,119.31,120.28
2015/3/19,120.28,121.03,119.67,120.83
2015/3/20,120.83,121.19,119.9,120.08
2015/3/23,120.04,120.17,119.58,119.63
2015/3/24,119.63,119.99,119.23,119.73
2015/3/25,119.74,119.83,119.24,119.47
2015/3/26,119.47,119.58,118.33,119.22
2015/3/27,119.22,119.49,118.94,119.15
2015/3/30,119.18,120.23,119.12,120.12
2015/3/31,120.112,120.364,119.784,120.082
2015/4/1,120.08,120.33,119.42,119.68
2015/4/2,119.68,119.89,119.46,119.75
2015/4/3,119.74,119.93,118.72,118.96
2015/4/6,118.87,119.68,118.8,119.5
2015/4/7,119.5,120.45,119.44,120.32
2015/4/8,120.32,120.35,119.65,120.17
2015/4/9,120.17,120.74,119.86,120.58
2015/4/10,120.58,120.63,120.06,120.2
2015/4/13,120.27,120.85,119.78,120.14
2015/4/14,120.12,120.18,119.08,119.37
2015/4/15,119.37,119.75,118.79,119.12
2015/4/16,119.12,119.47,118.8,119
2015/4/17,119.01,119.26,118.57,118.83
2015/4/20,118.94,119.44,118.54,119.26
2015/4/21,119.26,119.83,119.18,119.69
2015/4/22,119.69,119.96,119.35,119.93
2015/4/23,119.93,120.09,119.43,119.59
2015/4/24,119.59,119.66,118.83,118.88
2015/4/27,118.89,119.43,118.78,119.1
2015/4/28,119.11,119.2,118.78,118.85
2015/4/29,118.85,119.36,118.61,119.11
2015/4/30,119.11,119.89,118.54,119.43
2015/5/1,119.42,120.29,119.41,120.18
2015/5/4,120.23,120.27,120,120.14
2015/5/5,120.15,120.51,119.74,119.86
2015/5/6,119.86,120.05,119.22,119.46
2015/5/7,119.46,119.86,119.06,119.7
2015/5/8,119.7,120.23,119.6,119.72
2015/5/11,119.76,120.16,119.72,120.13
2015/5/12,120.13,120.28,119.78,119.84
2015/5/13,119.84,119.97,119.04,119.18
2015/5/14,119.18,119.34,118.89,119.19
2015/5/15,119.19,119.93,119.16,119.33
2015/5/18,119.39,120.04,119.34,119.99
2015/5/19,119.99,120.74,119.83,120.64
2015/5/20,120.65,121.48,120.59,121.29
2015/5/21,121.29,121.31,120.85,121.08
2015/5/22,121.08,121.57,120.64,121.56
2015/5/25,121.57,121.78,121.45,121.55
2015/5/26,121.55,123.32,121.54,123.05
2015/5/27,123.06,124.07,122.78,123.71
2015/5/28,123.72,124.46,123.5,123.94
2015/5/29,123.95,124.19,123.61,124.11
2015/6/1,124.17,124.92,123.88,124.77
2015/6/2,124.77,125.05,123.76,124.09
2015/6/3,124.09,124.68,123.8,124.28
2015/6/4,124.28,124.68,123.79,124.46
2015/6/5,124.46,125.85,124.36,125.65
2015/6/8,125.58,125.68,124.31,124.6
2015/6/9,124.57,124.74,123.86,124.34
2015/6/10,124.34,124.62,122.46,122.76
2015/6/11,122.76,124.12,122.72,123.5
2015/6/12,123.5,123.82,123.14,123.4
2015/6/15,123.23,123.66,123.22,123.41
2015/6/16,123.41,123.79,123.3,123.38
2015/6/17,123.38,124.45,123.21,123.43
2015/6/18,123.43,123.6,122.49,122.95
2015/6/19,122.95,123.22,122.56,122.71
2015/6/22,122.93,123.42,122.56,123.36
2015/6/23,123.36,124.18,123.35,123.92
2015/6/24,123.92,124.38,123.72,123.91
2015/6/25,123.91,123.95,123.33,123.66
2015/6/26,123.65,123.99,123.23,123.8
2015/6/29,122.72,123.19,122.11,122.56
2015/6/30,122.548,122.725,121.948,122.403
2015/7/1,122.4,123.24,122.36,123.18
2015/7/2,123.18,123.73,122.96,123.06
2015/7/3,123.07,123.18,122.6,122.77
2015/7/6,122,122.93,121.89,122.57
2015/7/7,122.57,122.87,122.01,122.47
2015/7/8,122.46,122.56,120.42,120.63
2015/7/9,120.6,121.58,120.47,121.52
2015/7/10,121.49,122.88,121.49,122.8
2015/7/13,122.56,123.54,122.42,123.46
2015/7/14,123.46,123.73,122.94,123.38
2015/7/15,123.38,123.97,123.27,123.77
2015/7/16,123.78,124.18,123.74,124.14
2015/7/17,124.14,124.23,123.92,124.07
2015/7/20,124.14,124.38,124.08,124.31
2015/7/21,124.31,124.48,123.77,123.88
2015/7/22,123.88,124.15,123.57,123.94
2015/7/23,123.94,124.18,123.68,123.93
2015/7/24,123.92,124.1,123.6,123.81
2015/7/27,123.74,123.84,123.01,123.25
2015/7/28,123.25,123.79,123.08,123.6
2015/7/29,123.6,124.02,123.33,123.98
2015/7/30,123.99,124.58,123.88,124.21
2015/7/31,124.2,124.38,123.52,123.95
2015/8/3,123.93,124.27,123.86,124
2015/8/4,124,124.4,123.8,124.37
2015/8/5,124.37,125.01,124.02,124.88
2015/8/6,124.88,124.96,124.55,124.71
2015/8/7,124.71,125.07,124.11,124.22
2015/8/10,124.22,124.78,124.22,124.58
2015/8/11,124.58,125.21,124.53,125.12
2015/8/12,125.12,125.28,123.8,124.2
2015/8/13,124.2,124.63,124.07,124.41
2015/8/14,124.41,124.53,124.06,124.29
2015/8/17,124.26,124.57,124.23,124.42
2015/8/18,124.42,124.51,124.18,124.38
2015/8/19,124.38,124.47,123.71,123.89
2015/8/20,123.89,124.15,123.34,123.41
2015/8/21,123.41,123.5,121.82,122.13
2015/8/24,121.98,122.03,116.35,118.63
2015/8/25,118.63,120.39,118.26,118.92
2015/8/26,118.91,120.27,118.46,120.23
2015/8/27,120.23,121.4,119.8,121.15
2015/8/28,121.15,121.55,120.66,121.44
2015/8/31,121.59,121.59,120.88,121.25
2015/9/1,121.24,121.24,119.23,119.39
2015/9/2,119.39,120.45,119.38,120.35
2015/9/3,120.36,120.7,119.65,120.1
2015/9/4,120.1,120.19,118.63,119.07
2015/9/7,118.98,119.59,118.81,119.27
2015/9/8,119.27,120.22,118.86,119.9
2015/9/9,119.9,121.2,119.88,120.37
2015/9/10,120.39,121.32,119.98,120.69
2015/9/11,120.69,120.97,120.36,120.56
2015/9/14,120.54,120.84,119.85,120.23
2015/9/15,120.23,120.63,119.4,120.41
2015/9/16,120.41,120.73,120.11,120.59
2015/9/17,120.59,120.99,119.8,120.2
2015/9/18,120.2,120.39,119.06,119.97
2015/9/21,120.13,120.66,119.73,120.57
2015/9/22,120.57,120.58,119.7,120.14
2015/9/23,120.14,120.55,119.63,120.22
2015/9/24,120.21,120.39,119.23,120.26
2015/9/25,120.26,121.23,120.03,120.58
2015/9/28,120.51,120.59,119.7,119.94
2015/9/29,119.94,120.16,119.25,119.79
2015/9/30,119.786,120.348,119.565,119.877
2015/10/1,119.88,120.28,119.5,119.89
2015/10/2,119.9,120.4,118.69,120.05
2015/10/5,120.02,120.55,119.87,120.48
2015/10/6,120.48,120.57,120.11,120.23
2015/10/7,120.23,120.36,119.75,119.99
2015/10/8,119.99,120.11,119.63,119.92
2015/10/9,119.91,120.35,119.84,120.24
2015/10/12,120.21,120.27,119.9,120.05
2015/10/13,120.05,120.08,119.55,119.76
2015/10/14,119.77,119.78,118.64,118.76
2015/10/15,118.76,119.16,118.07,118.88
2015/10/16,118.88,119.66,118.83,119.5
2015/10/19,119.33,119.62,119.14,119.47
2015/10/20,119.47,119.96,119.41,119.87
2015/10/21,119.87,120.09,119.76,119.94
2015/10/22,119.94,120.77,119.62,120.7
2015/10/23,120.7,121.47,120.23,121.42
2015/10/26,121.39,121.43,120.63,121.04
2015/10/27,121.03,121.08,120.17,120.44
2015/10/28,120.44,121.26,120.25,121.09
2015/10/29,121.09,121.18,120.6,120.96
2015/10/30,120.956,121.484,120.282,120.656
2015/11/2,120.48,120.81,120.26,120.75
2015/11/3,120.75,121.23,120.6,121.08
2015/11/4,121.08,121.71,121.01,121.52
2015/11/5,121.52,122,121.39,121.7
2015/11/6,121.7,123.27,121.63,123.19
2015/11/9,123.32,123.6,122.98,123.07
2015/11/10,123.08,123.44,123.03,123.21
2015/11/11,123.21,123.23,122.74,122.81
2015/11/12,122.8,123.07,122.56,122.64
2015/11/13,122.64,122.99,122.45,122.65
2015/11/16,122.37,123.28,122.23,123.25
2015/11/17,123.27,123.49,123.19,123.42
2015/11/18,123.42,123.75,123.22,123.58
2015/11/19,123.58,123.59,122.62,122.95
2015/11/20,122.95,123.05,122.73,122.91
2015/11/23,122.88,123.26,122.79,122.88
2015/11/24,122.89,122.96,122.31,122.52
2015/11/25,122.52,122.93,122.26,122.7
2015/11/26,122.7,122.72,122.51,122.63
2015/11/27,122.63,122.88,122.31,122.86
2015/11/30,122.768,123.339,122.688,123.151
2015/12/1,123.15,123.276,122.645,122.908
2015/12/2,122.909,123.669,122.828,123.273
2015/12/3,123.287,123.561,122.3,122.654
2015/12/4,122.65,123.37,122.48,123.17
2015/12/7,123.21,123.48,123.15,123.37
2015/12/8,123.38,123.39,122.72,122.9
2015/12/9,122.9,123.05,121.08,121.65
2015/12/10,121.637,121.863,121.247,121.66
2015/12/11,121.659,122.232,120.587,120.874
2015/12/14,121.08,121.36,120.35,120.91
2015/12/15,120.91,121.79,120.58,121.68
2015/12/16,121.673,122.43,121.392,122.325
2015/12/17,122.334,122.875,122.223,122.524
2015/12/18,122.525,123.533,121.062,121.254
2015/12/21,121.328,121.506,120.868,121.239
2015/12/22,121.24,121.307,120.728,121.035
2015/12/23,121.035,121.135,120.816,120.924
2015/12/24,120.924,120.981,120.252,120.279
2015/12/28,120.276,120.631,120.177,120.369
2015/12/29,120.367,120.514,120.238,120.497
2015/12/30,120.5,120.656,120.354,120.515
2015/12/31,120.514,120.583,120.006,120.191
2016/1/4,120.295,120.466,118.706,119.316
2016/1/5,119.316,119.693,118.801,119.122
2016/1/6,119.123,119.165,118.253,118.473
2016/1/7,118.47,118.749,117.331,117.604
2016/1/8,117.602,118.829,117.453,117.491
2016/1/11,116.826,118.019,116.819,117.724
2016/1/12,117.712,118.052,117.233,117.739
2016/1/13,117.74,118.377,117.606,117.637
2016/1/14,117.639,118.281,117.298,118.149
2016/1/15,118.147,118.272,116.511,116.978
2016/1/18,116.908,117.44,116.868,117.397
2016/1/19,117.401,118.11,117.236,117.62
2016/1/20,117.618,117.678,115.981,116.982
2016/1/21,116.982,117.855,116.47,117.786
2016/1/22,117.781,118.873,117.553,118.806
2016/1/25,118.74,118.857,118.178,118.342
2016/1/26,118.343,118.618,117.674,118.448
2016/1/27,118.443,119.073,118.047,118.597
2016/1/28,118.597,118.993,118.417,118.8
2016/1/29,118.797,121.688,118.526,121.07
2016/2/1,121.391,121.486,120.682,121.019
2016/2/2,121.02,121.021,119.696,119.75
2016/2/3,119.747,120.046,117.056,118.065
2016/2/4,118.063,118.237,116.529,116.88
2016/2/5,116.873,117.419,116.353,116.973
2016/2/8,116.936,117.526,115.2,115.49
2016/2/9,115.489,115.734,114.236,115.112
2016/2/10,115.108,115.259,113.123,113.518
2016/2/11,113.518,113.558,110.994,112.561
2016/2/12,112.559,113.536,111.686,113.298
2016/2/15,113.54,114.729,113.276,114.455
2016/2/16,114.455,114.876,113.605,114.224
2016/2/17,114.232,114.504,113.377,114.105
2016/2/18,114.106,114.317,113.144,113.329
2016/2/19,113.323,113.379,112.314,112.634
2016/2/22,112.591,113.387,112.434,112.924
2016/2/23,112.925,113.055,111.781,111.984
2016/2/24,111.988,112.264,111.056,112.051
2016/2/25,112.049,113.025,111.899,112.909
2016/2/26,112.903,113.988,112.563,113.943
2016/2/29,113.694,113.855,112.21,112.37
2016/3/1,112.334,114.182,112.164,114.049
2016/3/2,114.046,114.554,113.222,113.609
2016/3/3,113.609,114.269,113.3,113.73
2016/3/4,113.728,114.253,113.141,113.956
2016/3/7,113.866,113.887,113.231,113.364
2016/3/8,113.355,113.521,112.423,112.685
2016/3/9,112.675,113.454,112.233,113.303
2016/3/10,113.313,114.442,112.622,113.154
2016/3/11,113.158,113.919,112.762,113.811
2016/3/14,113.699,114.006,113.509,113.796
2016/3/15,113.792,114.062,112.649,113.192
2016/3/16,113.195,113.816,112.333,112.762
2016/3/17,112.761,112.959,110.673,111.405
2016/3/18,111.405,111.756,110.824,111.543
2016/3/21,111.527,112.158,111.223,112.125
2016/3/22,112.124,112.49,111.382,112.318
2016/3/23,112.318,112.906,112.143,112.388
2016/3/24,112.388,112.993,112.301,112.791
